No,Active_Ingredient,Concentration,Drug_Name,License_Code,Form,Manufacturer,Made_In,Minimum_Unit,Quantity,Price_w_VAT,Price_Total,Bidder,Department_Hospital,Group,Year,Level,Fiscal_Year,code,Is_AB,Usage
39508,Tobramicin,40mg/ml,Medphatobra 40,VN-6948-08,"Hộp 10 ống 40mg/1ml, dung dịch tiêm",Medphano Arzneimittel GmbH,Germany,Ống,19e3,35e3,665e6,Công ty TNHH TM Dược phẩm Phương Linh,SYT Lào Cai,1,2017,provincial,2016-2017,C97006,TRUE,Injection
39530,Amoxicillin,250mg,Praverix 250mg,VN-16685-13,"Hộp 100 vỉ x 10 viên nang cứng, uống",S.C.Antibiotice S.Ai,Romania,Viên,2e4,1700,34e6,Liên danh Công ty Dược Lào Cai - Vĩnh Phúc,SYT Lào Cai,1,2017,provincial,2016-2017,C97028,TRUE,Oral
39531,Amoxicillin,500mg,Praverix 500mg,VN-16686-13,"Hộp 100 vỉ x 10 viên nang, uống",S.C.Antibiotice S.A,Romania,Viên,4251e3,2400,102024e5,Liên danh Công ty Dược Lào Cai - Vĩnh Phúc,SYT Lào Cai,1,2017,provincial,2016-2017,C97029,TRUE,Oral
39532,Amoxicillin,500mg,Fabamox 500,VD-25792-16,"Hộp 5 vỉ x 12 viên nang cứng, uống",Pharbaco,Vietnam,Viên,12e5,950,114e7,Liên danh Công ty Dược Lào Cai - Vĩnh Phúc,SYT Lào Cai,4,2017,provincial,2016-2017,C97030,TRUE,Oral
39563,Cefaclor,250mg,Pms Imeclor 250mg,VD-19374-13,"Hộp 1 vỉ x 12 viên nang cứng, uống",CN 3 - CTCPDP Inmexpharm tại Bình Dương,Vietnam,Viên,305e3,3950,120475e4,Liên danh Công ty Dược Lào Cai - Vĩnh Phúc,SYT Lào Cai,2,2017,provincial,2016-2017,C97061,TRUE,Oral
39564,Cefalecin,500mg,Cefanew,GPNK 1941/QLD-KD,"Hộp 100 vỉ x 10 viên nang, uống",Antibiotice SA,Romania,Viên,1666200,3641,6066634200,Liên danh Công ty Dược Lào Cai - Vĩnh Phúc,SYT Lào Cai,1,2017,provincial,2016-2017,C97062,TRUE,Oral
39565,Cephalecin,500mg,Firstlexin 500,VD-15815-11 (Có gia hạn SĐK),"Hộp 10 vỉ x 10 viên nang, uống",Pharbaco,Vietnam,Viên,705e3,2700,19035e5,Liên danh Công ty Dược Lào Cai - Vĩnh Phúc,SYT Lào Cai,4,2017,provincial,2016-2017,C97063,TRUE,Oral
39567,Cephalothin,1g,Tenafathin 1000,VD-23661-15,Hộp 10 lọ x 1g thuốc bột pha tiêm,"Công ty CP Dược Phẩm Tenamyd, EU-GMP",Vietnam,Lọ,11e3,78e3,858e6,Liên danh Công ty Dược Lào Cai - Vĩnh Phúc,SYT Lào Cai,2,2017,provincial,2016-2017,C97065,TRUE,Injection
39568,Cefazolin,1g,Zolifast 1000,VD-23021-15,Hộp 10 lọ x 1g thuốc bột pha tiêm,"Công ty CP Dược Phẩm Tenamyd, EU-GMP",Vietnam,Lọ,28e3,16590,46452e4,Liên danh Công ty Dược Lào Cai - Vĩnh Phúc,SYT Lào Cai,2,2017,provincial,2016-2017,C97066,TRUE,Injection
39570,Cefotaxime,1g,Taxibiotic 1000,VD-19007-13,Hộp 10 lọ x 1g thuốc bột pha tiêm,"Công ty CP Dược Phẩm Tenamyd, EU-GMP",Vietnam,Lọ,13e3,9870,12831e4,Liên danh Công ty Dược Lào Cai - Vĩnh Phúc,SYT Lào Cai,2,2017,provincial,2016-2017,C97068,TRUE,Injection
39571,Cefotaxime,1g,Goldcefo,VN-18874-15,Hộp 10 lọ x 1g thuốc bột pha tiêm,Facta Farmaceutici S.P.A,Italy,Lọ,197e3,24800,48856e5,Liên danh Công ty Dược Lào Cai - Vĩnh Phúc,SYT Lào Cai,1,2017,provincial,2016-2017,C97069,TRUE,Injection
39572,Cefpodoxime,200mg,Auropodox 200,VN-13488-11 (Có CM tồn kho),"Hộp 1 vỉ 10 viên nén bao phim, uống",Aurobindo Pharma Ltd,India,Viên,8e3,7875,63e6,Liên danh Công ty Dược Lào Cai - Vĩnh Phúc,SYT Lào Cai,2,2017,provincial,2016-2017,C97070,TRUE,Oral
39573,Cefpodoxime,200mg,Ingaron 200 DST,VD-21692-14,"Hộp 1 vỉ x 10 viên nén phân tán, uống",CPDP TW 2,Vietnam,Viên,53400,10200,54468e4,Liên danh Công ty Dược Lào Cai - Vĩnh Phúc,SYT Lào Cai,3,2017,provincial,2016-2017,C97071,TRUE,Oral
39575,Ceftazidime,500mg,Zidimbiotic 500,VD-19937-13,Hộp 10 lọ x 500mg thuốc bột pha tiêm,"Công ty CP Dược Phẩm Tenamyd, EU-GMP",Vietnam,Lọ,78e3,23940,186732e4,Liên danh Công ty Dược Lào Cai - Vĩnh Phúc,SYT Lào Cai,2,2017,provincial,2016-2017,C97073,TRUE,Injection
39576,Ceftizoxime,500mg,Ceftibiotic 500,VD-23017-15,"Hộp 10 lọ x 0,5g thuốc bột pha tiêm","Công ty CP Dược Phẩm Tenamyd, EU-GMP",Vietnam,Lọ,23e3,38325,881475e3,Liên danh Công ty Dược Lào Cai - Vĩnh Phúc,SYT Lào Cai,3,2017,provincial,2016-2017,C97074,TRUE,Injection
39577,Cefuroxime,750mg,Cefurofast 750,VD-19006-13,Hộp 10 lọ x 750mg thuốc bột pha tiêm,"Công ty CP Dược Phẩm Tenamyd, EU-GMP",Vietnam,Lọ,35e3,15750,55125e4,Liên danh Công ty Dược Lào Cai - Vĩnh Phúc,SYT Lào Cai,2,2017,provincial,2016-2017,C97075,TRUE,Injection
39579,Ciprofloxacin,3mg/ml,Ciplox,VN-17292-13,"Hộp 1 lọ 5ml dung dịch nhỏ mắt, nhỏ tai",Cipla Ltd,India,Lọ,10400,17e3,1768e5,Liên danh Công ty Dược Lào Cai - Vĩnh Phúc,SYT Lào Cai,2,2017,provincial,2016-2017,C97077,TRUE,Ocular/Otic route
39582,Clindamycin,600mg/ 4ml,Milrixa,VN-18860-15,Hộp 1 ống 4ml; Dung dịch tiêm bắp hoặc tĩnh mạch,Vianex S.A (Nhà máy A),Greece,Lọ,2e3,96800,1936e5,Liên danh Công ty Dược Lào Cai - Vĩnh Phúc,SYT Lào Cai,1,2017,provincial,2016-2017,C97080,TRUE,Injection
39585,Cloxacillin,500mg,Cloxacilin 500 capsules,8745/QLD-KD,"Hộp 10 vỉ x 10 viên nang cứng, uống",Remedica Ltd,Cyprus,Viên,67e3,5500,3685e5,Liên danh Công ty Dược Lào Cai - Vĩnh Phúc,SYT Lào Cai,1,2017,provincial,2016-2017,C97083,TRUE,Oral
39605,Roxithromycin,250mg,Emycin DHG 250,VD-21134-14,"Hộp 24 gói thuốc bột pha hỗn dịch, uống",TNHH MTV Dược phẩm DHG,Vietnam,Gói,15e3,1150,1725e4,Liên danh Công ty Dược Lào Cai - Vĩnh Phúc,SYT Lào Cai,3,2017,provincial,2016-2017,C97103,TRUE,Oral
39638,Imipenem+Cilastatin,500mg+500mg,Mixipem 500mg/500mg,VN-18957-15,Hộp 10 lọ bột pha dung dịch truyền tĩnh mạch,Facta Farmaceutici S.P.A,Italy,Lọ,6800,150500,10234e5,Liên danh Công ty Dược Lào Cai - Vĩnh Phúc,SYT Lào Cai,1,2017,provincial,2016-2017,C97136,TRUE,Injection
39655,Levofloxacin,500mg,Fanlodo,VN-18227-14,Hộp 10 lọ x 100ml dung dịch tiêm truyền,Solupharm  Pharmazeutische Erzeugnisse GmbH,Germany,Lọ,21800,89400,194892e4,Liên danh Công ty Dược Lào Cai - Vĩnh Phúc,SYT Lào Cai,1,2017,provincial,2016-2017,C97153,TRUE,Injection
39656,Levofloxacin,500mg,Levofloxacin Kabi,VD-11241-10 (có gia hạn SĐK),Lọ 100ml dung dịch tiêm truyền,Fresenius Kabi Bidiphar,Vietnam,Lọ,14600,52450,76577e4,Liên danh Công ty Dược Lào Cai - Vĩnh Phúc,SYT Lào Cai,3,2017,provincial,2016-2017,C97154,TRUE,Injection
39685,Metronidazole,250mg,Metronidazol,VD-15659-11 (Có gia hạn SĐK),"Hộp 50 vỉ x10 viên nén, uống",VINPHACO,Vietnam,Viên,265e3,98,2597e4,Liên danh Công ty Dược Lào Cai - Vĩnh Phúc,SYT Lào Cai,3,2017,provincial,2016-2017,C97183,TRUE,Oral
39686,Metronidazole,500mg,Trichopol,VN-18045-14,1 túi 100ml dung dịch tiêm truyền tĩnh mạch,Pharmaceutican Woks Polpharma S.A,Poland,Túi,39800,28500,11343e5,Liên danh Công ty Dược Lào Cai - Vĩnh Phúc,SYT Lào Cai,1,2017,provincial,2016-2017,C97184,TRUE,Injection
39694,Moxifloxacin,400mg/100ml,Moxflo,VN-16572-13,Hộp 1 chai 100ml dung dịch tiêm truyền,Amanta Healthcare Limited,India,Chai,300,233500,7005e4,Liên danh Công ty Dược Lào Cai - Vĩnh Phúc,SYT Lào Cai,2,2017,provincial,2016-2017,C97192,TRUE,Injection
39713,Norfloxacin,"0,3%",Loxone eye/ear drops,VN-16331-13,"Hộp 1 lọ x 5ml dung dịch nhỏ mắt, tai",Micro Labs Limited,India,Lọ,30780,32e3,98496e4,Liên danh Công ty Dược Lào Cai - Vĩnh Phúc,SYT Lào Cai,5,2017,provincial,2016-2017,C97211,TRUE,Ocular/Otic route
39765,Roxithromycin,150mg,Roxythromycin 150mg,VD-16734-12,Hộp 10 vỉ x 10 viên nén bao phim; uống,Ceteco US,Vietnam,Viên,38e3,600,228e5,Liên danh Công ty Dược Lào Cai - Vĩnh Phúc,SYT Lào Cai,3,2017,provincial,2016-2017,C97263,TRUE,Oral
39777,Tinidazole,400mg/100ml,Nakonol,VN-19399-15,"Chai 100ml, tiêm truyền","Shijiazhuang No.4 Pharmaceutical Co., Ltd",China,Chai,2e4,19e3,38e7,Liên danh Công ty Dược Lào Cai - Vĩnh Phúc,SYT Lào Cai,5,2017,provincial,2016-2017,C97275,TRUE,Injection
39778,Tobramicin,"0,3%, 10ml",Bralcib Eye Drops,VN-15214-12,"Lọ 10ml, dung dịch nhỏ mắt",Atco Laboratories Ltd,Pakistan,Lọ,8e3,17e3,136e6,Liên danh Công ty Dược Lào Cai - Vĩnh Phúc,SYT Lào Cai,5,2017,provincial,2016-2017,C97276,TRUE,Ocular/Otic route
39779,Tobramicin,"0,3%","Tobrex Ointment 0,3%",VN-16935-13,"Hộp 1 tuýp 3,5g thuốc mỡ tra mắt",Alcon Cusi S.A,Spain,Tube,1500,49499,74248500,Liên danh Công ty Dược Lào Cai - Vĩnh Phúc,SYT Lào Cai,1,2017,provincial,2016-2017,C97277,TRUE,Ocular/Otic route
39801,Amoxicillin,500mg,Amoxicilin 500mg,VD-17932-12,"Hộp 10 vỉ x 10 viên, viên nang cứng, uống","CTCPDP 
Minh Dân",Vietnam,Viên,1055e3,454,47897e4,Liên danh thầu Công ty Cổ phần Thương mại minh Dân - Công ty CP dược phẩm Minh Dân,SYT Lào Cai,3,2017,provincial,2016-2017,C97299,TRUE,Oral
39804,Cefaclor,125mg,Cefaclor 125mg,VD-21657-14,"Hộp 10 gói x 1,4g, Bột pha hỗn dịch, uống","CTCPDP 
Minh Dân",Vietnam,Gói,94e3,1248,117312e3,Liên danh thầu Công ty Cổ phần Thương mại minh Dân - Công ty CP dược phẩm Minh Dân,SYT Lào Cai,3,2017,provincial,2016-2017,C97302,TRUE,Oral
39805,Cefadroxil,250mg,Cefadroxil 250mg,VD-9445-09,"Hộp 10 gói x 2,1g, Bột pha hỗn dịch, uống","CTCPDP 
Minh Dân",Vietnam,Gói,21e3,836,17556e3,Liên danh thầu Công ty Cổ phần Thương mại minh Dân - Công ty CP dược phẩm Minh Dân,SYT Lào Cai,3,2017,provincial,2016-2017,C97303,TRUE,Oral
39806,Cefuroxime,125mg,Midancef 125,VD-21322-14,"Hộp 1 vỉ x 10 viên, viên nén bao phim, uống","CTCPDP 
Minh Dân",Vietnam,Viên,3e4,3400,102e6,Liên danh thầu Công ty Cổ phần Thương mại minh Dân - Công ty CP dược phẩm Minh Dân,SYT Lào Cai,4,2017,provincial,2016-2017,C97304,TRUE,Oral
39807,Cefuroxime,250mg,Cefuroxime 250mg,VD-22939-15,"Hộp 1 vỉ x 10 viên, viên nén bao phim, uống","CTCPDP 
Minh Dân",Vietnam,Viên,89600,1304,116838400,Liên danh thầu Công ty Cổ phần Thương mại minh Dân - Công ty CP dược phẩm Minh Dân,SYT Lào Cai,4,2017,provincial,2016-2017,C97305,TRUE,Oral
39842,Amoxicillin,250mg,Clamoxyl 250mg,VN-18308-14,"Hộp 12 gói, Bột pha hỗn dịch uống, Uống",Glaxo Wellcome Production,France,Gói,43e3,5090,21887e4,Công ty TNHH MTV Dược liệu TW2,SYT Lào Cai,BDG,2017,provincial,2016-2017,C97340,TRUE,Oral
39880,Levofloxacin,500mg,TAVANIC,VN-19455-15,"Hộp 1 vỉ x 5 viên, viên nén bao phim, Uống",Sanofi Winthrop Industrie,France,Viên,250,36550,9137500,Công ty TNHH MTV Dược liệu TW2,SYT Lào Cai,BDG,2017,provincial,2016-2017,C97378,TRUE,Oral
41330,Ceftazidime,"Tiêm, lọ 1g,",Fortum,VN-10705-10,Hộp 1 lọ,GlaxoSmithKline Manufacturing SpA- Ý,Italy,Lọ,147e3,75600,111132e5,Công ty Cổ phần Dược liệu TW2 (Phytopharma),SYT Đồng Tháp,BDG,2017,provincial,2016-2017,C97531,TRUE,"NA"
41331,Ceftriaxone,"Tiêm, lọ 1g,",Rocephin 1g I.V.,VN-17036-13,Hộp 1 lọ thuốc + 1 ống 10ml dung môi pha tiêm,F.Hoffmann-La Roche Ltd,Switzerland,Lọ,3300,181440,598752e3,Công ty TNHH MTV Vimedimex Bình Dương,SYT Đồng Tháp,BDG,2017,provincial,2016-2017,C97532,TRUE,Injection
41332,Cefuroxime,"Uống, gói 125mg,",Zinnat Suspension,VN-9663-10,Hộp 10 gói,Glaxo Operations UK Ltd -Anh,UK,Gói,2e4,15022,30044e4,Công ty Cổ phần Dược liệu TW2 (Phytopharma),SYT Đồng Tháp,BDG,2017,provincial,2016-2017,C97533,TRUE,"NA"
41334,Ciprofloxacin,"Tiêm truyền, dung dịch 200mg, chai 100ml,",Ciprobay 200,VN-14008-11,Hộp 1 lọ 100ml,Bayer Pharma AG,Germany,Chai,32e3,246960,790272e4,Công ty Cổ phần Dược liệu TW2 (Phytopharma),SYT Đồng Tháp,BDG,2017,provincial,2016-2017,C97535,TRUE,"NA"
41358,Levofloxacin,"Tiêm truyền, dung dịch 250mg, chai 50ml,",TAVANIC,VN-11311-10,Hộp 1 lọ 50ml,Sanofi-Aventis Deutschland GmbH,Germany,Chai,1e3,123e3,123e6,Công ty Cổ phần Dược liệu TW2 (Phytopharma),SYT Đồng Tháp,BDG,2017,provincial,2016-2017,C97559,TRUE,"NA"
41542,Amikacin,"Tiêm, ống 500mg/2ml,",Selemycin 500mg/2ml,VN-15089-12,Hộp 2 vỉ x 5 ống Dung dịch tiêm,Medochemie Ltd - Ampoule injectable Facility,Cyprus,Ống,9600,37200,35712e4,Công ty cổ phần Dược phẩm Trung ương CODUPHA,SYT Đồng Tháp,1,2017,provincial,2016-2017,C97743,TRUE,Oral
41576,Cefaclor,"Uống, viên 500mg,",Medoclor 500mg,VN-17744-14,Hộp 2 vỉ x 8 viên,Medochemie Ltd. - Factory C,Cyprus,Viên,7e4,16e3,112e7,Công ty cổ phần Dược - Thiết bị Y tế Đà Nẵng,SYT Đồng Tháp,1,2017,provincial,2016-2017,C97777,TRUE,Oral
41577,Cefotaxime,"Tiêm, lọ 1g,",Pencefax 1g,VN-18730-15,Hộp 1 lọ,"Reig Jofre, S.A (Fab Toledo)",Spain,Lọ,282600,19900,562374e4,Công ty CPDP Trung ương CPC1,SYT Đồng Tháp,1,2017,provincial,2016-2017,C97778,TRUE,"NA"
41578,Cefpodoxime,"Uống, viên 100mg,",ORELOX 100mg,VN-9851-10,Hộp 1 vỉ x 10 viên,Sanofi Winthrop Industrie,France,Viên,31e3,13600,4216e5,Công ty Cổ phần Dược liệu TW2 (Phytopharma),SYT Đồng Tháp,1,2017,provincial,2016-2017,C97779,TRUE,Oral
41579,Ceftazidime,"Tiêm, lọ 1g,",DEMOZIDIM,VN-18291-14,Hộp 10 lọ,Demo Sa Pharmaceutical Industry,Greece,Lọ,171e3,31920,545832e4,Liên danh Tây Nam - Sapharco,SYT Đồng Tháp,1,2017,provincial,2016-2017,C97780,TRUE,"NA"
41580,Ceftriaxone,"Tiêm, lọ 1g,",Ceftriaxone Panpharma,VN-14834-12,"Hộp 10 lọ, 25 lọ, 50 lọ Bột pha tiêm",Panpharma,France,Lọ,10600,21e3,2226e5,Công ty cổ phần Dược phẩm Trung ương CODUPHA,SYT Đồng Tháp,1,2017,provincial,2016-2017,C97781,TRUE,Injection
41581,Cefuroxime,"Uống, viên 500mg,",Medaxetine 500mg,VN-15976-12,Hộp 1 vỉ x 10 viên,Medochemie Ltd-Factory C,Cyprus,Viên,365800,11700,427986e4,Công ty cổ phần Armephaco,SYT Đồng Tháp,1,2017,provincial,2016-2017,C97782,TRUE,Oral
41583,Ciprofloxacin,"Tiêm, 200mg, lọ 20ml,",Proxacin 1%,VN-15653-12,Hộp 10 lọ 20ml,Warsaw Pharmaceutical Works Polfa S.A (tên BaLan: Warszawskie Zaklady Farmaceutyczne Polfa Spolka Akcyjna),Poland,Lọ,16100,136500,219765e4,Công ty cổ phần Dược phẩm Tenamyd,SYT Đồng Tháp,1,2017,provincial,2016-2017,C97784,TRUE,"NA"
41584,Ciprofloxacin,"Tiêm truyền, 400mg, chai 200ml,",Ciprofloxacin Polpharma,VN-18952-15,Túi 200ml,Pharmaceutical Works Polpharma S.A,Poland,Chai,19550,188e3,36754e5,Công ty cổ phần Dược phẩm Tenamyd,SYT Đồng Tháp,1,2017,provincial,2016-2017,C97785,TRUE,"NA"
41585,Ciprofloxacin,"Uống, viên 500mg,",Viprolox 500,VN-12510-11,Hộp 5 vỉ x 10 viên,Delorbis Pharmaceuticals Ltd.,Cyprus,Viên,31e3,4284,132804e3,Công ty cổ phần Dược - Thiết bị Y tế Đà Nẵng,SYT Đồng Tháp,1,2017,provincial,2016-2017,C97786,TRUE,Oral
41586,Ciprofloxacin,"Tiêm truyền, dung dịch 200mg, chai 100ml,",CIPROFLOXACINHAMELN 2MG/ML,VN-17331-13,Hộp 10 lọ,Solupharm Pharmazeutische Erzeugnisse GmbH,Germany,Chai,52850,61950,3274057500,Liên danh Tây Nam - Sapharco,SYT Đồng Tháp,1,2017,provincial,2016-2017,C97787,TRUE,"NA"
41587,Clindamycin,"Tiêm, dung dịch 300mg, ống 2ml,",Dalacin C,VN-10464-10,1 ống/ hộp,Pfizer Manufacturing Belgium NV,Belgium,Ống,620,49140,30466800,Công ty Cổ phần Dược liệu TW2 (Phytopharma),SYT Đồng Tháp,1,2017,provincial,2016-2017,C97788,TRUE,"NA"
41590,Cloxacillin,"Tiêm, lọ 1g,",Tazam 1g,VN-13360-11,Hộp 50 lọ,Panpharma,France,Lọ,500,55e3,275e5,Công ty CPDP Trung ương CPC1,SYT Đồng Tháp,1,2017,provincial,2016-2017,C97791,TRUE,"NA"
41594,Cyclosporin,"Thuốc nhỏ mắt, 0,05%, ống 0,4ml,",Restasis,VN-14894-12,"Hộp 30 ống x 0,4ml","Allergan Sales, LLC",USA,Ống,3e3,17906,53718e3,Công ty TNHH MTV Vimedimex Bình Dương,SYT Đồng Tháp,1,2017,provincial,2016-2017,C97795,TRUE,"NA"
41681,Levofloxacin,"Nhỏ mắt, 5mg/ml, lọ 5ml,",Cravit,VN-19340-15,Hộp 1 lọ 5ml,"Santen Pharmaceutical Co., Ltd.- Nhà máy Noto",Japan,Lọ,2e3,81482,162964e3,Công ty TNHH MTV Vimedimex Bình Dương,SYT Đồng Tháp,1,2017,provincial,2016-2017,C97882,TRUE,"NA"
41682,Levofloxacin,"Uống, viên 500mg,",Volfacine,VN-18793-15,Hộp 1 vỉ x 5 viên,"Lek Pharmaceuticals d.d,",Slovenia,Viên,23200,29500,6844e5,Công ty Cổ phần Dược liệu TW2 (Phytopharma),SYT Đồng Tháp,1,2017,provincial,2016-2017,C97883,TRUE,Oral
41683,Levofloxacin,"Tiêm truyền, 250mg, lọ 50ml,",TAVANIC,VN-11311-10,Hộp 1 lọ 50ml,Sanofi-Aventis Deutschland GmbH,Germany,Lọ,100,123e3,123e5,Công ty Cổ phần Dược liệu TW2 (Phytopharma),SYT Đồng Tháp,1,2017,provincial,2016-2017,C97884,TRUE,"NA"
41684,Levofloxacin,"Tiêm truyền, dung dịch 500mg, chai 100ml,",Lobitzo,VN-12959-11,Hộp 10 chai,Rotexmedica GmbH Arzneimittelwerk,Germany,Chai,3500,88e3,308e6,Công ty CPDP Trung ương CPC1,SYT Đồng Tháp,1,2017,provincial,2016-2017,C97885,TRUE,Injection
41685,Levofloxacin,"Tiêm truyền, 750mg, chai 150ml,",Levogolds,VN-18523-14,Túi nhôm chứa 1 túi truyền PVC,ACS Dobfar info SA,Switzerland,Chai,2100,249e3,5229e5,Công ty Cổ phần Dược phẩm Imexpharm,SYT Đồng Tháp,1,2017,provincial,2016-2017,C97886,TRUE,Injection
41700,Meropenem,"Tiêm, lọ 500mg,",Pizulen,VN-16250-13,"Hộp 1 lọ, 10 lọ; Thuốc bột pha tiêm hoặc tiêm truyền",Demo S.A. Pharmaceutical Industry,Greece,Lọ,4200,220500,9261e5,Công ty cổ phần Dược phẩm Trung ương CODUPHA,SYT Đồng Tháp,1,2017,provincial,2016-2017,C97901,TRUE,Injection
41716,Moxifloxacin,"Nhỏ mắt, dung dịch 0,5%, lọ 5ml,",Vigamox,VN-15707-12,Hộp 1 lọ 5ml,"Alcon Laboratories, Inc.",USA,Lọ,5e3,89999,449995e3,Công ty TNHH MTV Vimedimex Bình Dương,SYT Đồng Tháp,1,2017,provincial,2016-2017,C97917,TRUE,"NA"
41717,Moxifloxacin,"Tiêm truyền, chai 400mg/ 250ml,",Mikrobiel 400mg/250ml,1687/QLD-KD,Hộp 1 chai,Cooper S.A.,Greece,Chai,4500,32e4,144e7,Công ty CPDP Trung ương CPC1,SYT Đồng Tháp,1,2017,provincial,2016-2017,C97918,TRUE,Injection
41737,Ofloxacin,"Tra mắt, thuốc mỡ 0,3%, túyp 3,5g,",Oflovid Ophthalmic Ointment,VN-18723-15,"Hộp 1 tuýp 3,5g",Santen Pharmaceutical Co. Ltd.,Japan,Tube,200,70306,14061200,Công ty TNHH MTV Vimedimex Bình Dương,SYT Đồng Tháp,1,2017,provincial,2016-2017,C97938,TRUE,"NA"
41738,Ofloxacin,"Nhỏ mắt, 3mg/ml, lọ 5ml,",Oflovid,VN-19341-15,Hộp 1 lọ 5ml,"Santen Pharmaceutical Co., Ltd.- Nhà máy Noto",Japan,Lọ,120,55872,6704640,Công ty TNHH MTV Vimedimex Bình Dương,SYT Đồng Tháp,1,2017,provincial,2016-2017,C97939,TRUE,"NA"
41796,Teicoplanin,"Tiêm, dung dịch 200mg, ống 3ml,",Fyranco,VN-16479-13,Hộp 1 lọ và 1 ống dung môi 3ml; Thuốc bột đông khô và dung môi để pha tiêm hoặc tiêm truyền,Demo S.A. Pharmaceutical Industry,Greece,Ống,2e3,379890,75978e4,Công ty cổ phần Dược phẩm Trung ương CODUPHA,SYT Đồng Tháp,1,2017,provincial,2016-2017,C97997,TRUE,Injection
41817,Vancomycin,"Tiêm, lọ 500mg,",Valacin 500,VN-18788-15,Hộp 1 lọ,"LABORATORIO REIG JOFRE, SA",Spain,Lọ,20100,62e3,12462e5,Công ty CPDP Trung ương CPC1,SYT Đồng Tháp,1,2017,provincial,2016-2017,C98018,TRUE,"NA"
41826,Amikacin,"Tiêm, lọ 500mg,",Selemycin 500mg/2ml,VN-15089-12,Hộp 2 vỉ x 5 ống Dung dịch tiêm,Medochemie Ltd - Ampoule injectable Facility,Cyprus,Lọ,100,37200,372e4,Công ty cổ phần Dược phẩm Trung ương CODUPHA,SYT Đồng Tháp,2,2017,provincial,2016-2017,C98027,TRUE,Oral
41841,Cefdinir,"Uống, viên 300mg,",CEFTANIR,VD-12510-10,Hộp 2vỉ x 4 viên,Công ty cổ phần Pymepharco,Vietnam,Viên,148e3,7900,11692e5,Công ty Cổ phần PYMEPHARCO,SYT Đồng Tháp,2,2017,provincial,2016-2017,C98042,TRUE,Oral
41842,Cefepime,"Tiêm, lọ 1g,",Verapime,VN-16730-13,Hộp 1 lọ 1g + 1 ống nước cất pha tiêm 3ml; Thuốc bột và dung môi pha tiêm,Demo S.A.,Greece,Lọ,1e4,92400,924e6,Công ty cổ phần Dược phẩm Trung ương CODUPHA,SYT Đồng Tháp,2,2017,provincial,2016-2017,C98043,TRUE,Injection
41843,Cefotaxime,"Tiêm, lọ 1g,",Taxibiotic 1000,VD-19007-13,Hộp 10 bột pha tiêm + 10 ống nước cất,Tenamyd Pharmaceutical Corporation,Vietnam,Lọ,243800,10983,2677655400,Công ty cổ phần Dược phẩm Tenamyd,SYT Đồng Tháp,2,2017,provincial,2016-2017,C98044,TRUE,Injection
41844,Cefotaxime,"Tiêm, lọ 2g,",Taxibiotic 2000,VD-19008-13,Hộp 10 lọ bột pha tiêm + 10 ống nước cất,Tenamyd Pharmaceutical Corporation,Vietnam,Lọ,28e3,27720,77616e4,Công ty cổ phần Dược phẩm Tenamyd,SYT Đồng Tháp,2,2017,provincial,2016-2017,C98045,TRUE,Injection
41845,Ceftazidime,"Tiêm, bột pha tiêm, 1g,",Zidimbiotic 1000,VD-19012-13,Hộp 10 lọ bột pha tiêm + 10 ống nước cất,Tenamyd Pharmaceutical Corporation,Vietnam,Lọ,438150,20895,9155144250,Công ty cổ phần Dược phẩm Tenamyd,SYT Đồng Tháp,2,2017,provincial,2016-2017,C98046,TRUE,Injection
41846,Ceftazidime,"Tiêm, bột pha tiêm, 2g,",Zidimbiotic 2000,VD-19013-13,Hộp 10 lọ bột pha tiêm + 10 ống nước cất,Tenamyd Pharmaceutical Corporation,Vietnam,Lọ,17500,47355,828712500,Công ty cổ phần Dược phẩm Tenamyd,SYT Đồng Tháp,2,2017,provincial,2016-2017,C98047,TRUE,Injection
41847,Ceftizoxime,"Tiêm, lọ 1g,",Ceftibiotic 1000,VD-23016-15,Hộp 10 lọ bột pha tiêm + 10 ống nước cất,Tenamyd Pharmaceutical Corporation,Vietnam,Lọ,6e3,52500,315e6,Công ty cổ phần Dược phẩm Tenamyd,SYT Đồng Tháp,2,2017,provincial,2016-2017,C98048,TRUE,Injection
41848,Cefuroxime,"Tiêm, lọ 750mg,",Cefurofast 750,VD-19006-13,Hộp 10 lọ + 10 ống nước cất,Tenamyd Pharmaceutical Corporation,Vietnam,Lọ,35e3,16590,58065e4,Công ty cổ phần Dược phẩm Tenamyd,SYT Đồng Tháp,2,2017,provincial,2016-2017,C98049,TRUE,"NA"
41849,Cefuroxime,"Uống, viên 500mg,",G-Xtil-500,VN-11831-11,Hộp 1 vỉ x 10 viên,Gracure Pharmaceutical Ltd.,India,Viên,72e3,6e3,432e6,Liên danh Tây Nam - Sapharco,SYT Đồng Tháp,2,2017,provincial,2016-2017,C98050,TRUE,Oral
41850,Cefuroxime,"Uống, viên 250mg,",G-Xtil-250,VN-11830-11,Hộp 1 vỉ x 10 viên,Gracure Pharmaceutical Ltd.,India,Viên,9500,3490,33155e3,Liên danh Tây Nam - Sapharco,SYT Đồng Tháp,2,2017,provincial,2016-2017,C98051,TRUE,Oral
